BibID,Shelfmark,Title,Full Coverage?,Facets,,folder
9945879383503681,Misc Mss Box 11 Folder 4,"Miscellaneous manuscripts, ca. 1350.",,"14th century, English, England, Legal",,miscmssbox_11_f4
9946348033503681,Misc Mss Box 8 Folder 23,"Miscellaneous manuscripts, 1531.",,"16th century, Italian, Italy, Legal",,miscmssbox_8_f23
9946348323503681,Misc Mss Box 6 Folder 52,"Miscellaneous manuscripts, 1548.",,"16th century, Italian, Italy, Pontifical",,miscmssbox_6_f52
9946349143503681,Misc Mss Box 1 Folder 27,"Miscellaneous manuscripts, 1521.",,"16th century, Italian, Italy, Financial records",,miscmssbox_1_f27
9950083933503681,Misc Mss Box 6 Folder 23,"Miscellaneous manuscripts, 1345.",N,"14th century, English, Legal, Document, Seals, History",,miscmssbox_6_f23
9958101773503681,Misc Mss Box 14 Folder 23,"Miscellaneous manuscripts, 1585.",Y,"Contract, 16th century, Spanish, Guatemala, Document, Paper, Legal",,miscmssbox_14_f23
9945761803503681,Misc Mss (Large) Box 1 Folder 10,"Miscellaneous manuscripts (Large), 1316?",,"14th century, English, England, Legal",,miscmsslarge_box_1_f10
9944794943503681,Misc Mss (Large) Box 1 Folder 11,"Miscellaneous manuscripts (Large), 1590.",,"16th century, Swiss, Switzerland, Legal",,miscmsslarge_box_1_f11
9945490783503681,Misc Mss (Large) Box 1 Folder 13,"Miscellaneous manuscripts (Large), 1478.",,"15th century, English, England, Legal",,miscmsslarge_box_1_f13
9947991693503681,Misc Mss (Large) Box 1 Folder 15,"Miscellaneous manuscripts (Large), ca. 1150-1175. Missal. Selections",,"12th century, Fragment, Liturgy, Missal, German Austrian, Germany, Austrian",,miscmsslarge_box_1_f15
9958146743503681,Misc Mss (Large) Box 1 Folder 16,"Miscellaneous manuscripts (Large), between 1275 and 1299.",N,"13th century, Commentary, Legal, Christian, Fragment, Annotated",,miscmsslarge_box_1_f16
9914691633503681,Misc Mss (Large) Box 1 Folder 17,"Miscellaneous manuscripts (Large), 1400s.",Y,"15th century, Gradual, Fragment, Musical notation, Liturgy, Song book, Musical notation",,miscmsslarge_box_1_f17
9941672883503681,Misc Mss (Large) Box 1 Folder 18,"Miscellaneous manuscripts (Large), [between 1450 and 1499].",N,"15th century, Fragment, Breviary, German, Liturgy, Christian",,miscmsslarge_box_1_f18
9942461863503681,Misc Mss (Large) Box 1 Folder 19,"Miscellaneous manuscripts (Large), [between 1150 and 1199].",N,"12th century, Missal, Liturgy, Christian, Song book, Fragment",,miscmsslarge_box_1_f19
9958692693503681,Misc Mss (Large) Box 1 Folder 2,"Miscellaneous manuscripts (Large), between 1125 and 1150. In Evangelium Iohannis tractatus. Selections",N,"12th century, Commentary, Fragment, Gospel Lectionary, Bible, Biblical, Christian",,miscmsslarge_box_1_f2
9944234893503681,Misc Mss (Large) Box 1 Folder 20,"Miscellaneous manuscripts (Large), 1397.",N,"14th century, Legal, Document, Italian, Italy,",,miscmsslarge_box_1_f20
9943226523503681,Misc Mss (Large) Box 1 Folder 21,"Miscellaneous manuscripts, (Large) 1566.",N,"16th century, Paper, History, French, France, Correspondence",,miscmsslarge_box_1_f21
9943058773503681,Misc Mss (Large) Box 1 Folder 23,"Miscellaneous manuscripts, 1557.",N,"16th century, Literature -- Poetry",,miscmsslarge_box_1_f23
9914711803503681,Misc Mss (Large) Box 1 Folder 24,"Miscellaneous manuscripts (Large), 1300s.",N,"14th century, Lectionary, Christian, Coptic, Fragment, Paper, Liturgy",,miscmsslarge_box_1_f24
9943519113503681,Misc Mss (Large) Box 1 Folder 6,"Miscellaneous manuscripts (Large), 1532.",N,"16th century, French, France, Christian",,miscmsslarge_box_1_f6
9941502723503681,Misc Mss (Large) Box 1 Folder 7,"Bible. N.T. John. Selections. Miscellaneous manuscripts (Large), [12--]",N,"13th century, Commentary, Fragment, Gloss, Bible, Biblical, Christian",,miscmsslarge_box_1_f7
9950118843503681,Misc Mss (Large) Box 1 Folder 8,"Bible. O.T. Samuel, 2nd. Selections. Miscellaneous manuscripts (Large), ca. 1125.",N,"12th century, Fragment, Bible, Biblical",,miscmsslarge_box_1_f8
9941683693503681,Misc Mss (Large) Box 1 Folder 9,"Miscellaneous manuscripts (Large), 1496.",N,"15th century, Legal, Document, English, England, Accounts",,miscmsslarge_box_1_f9
9941685063503681,Misc Mss (Large) Box 2 Folder 1,"Miscellaneous manuscripts, 1599.",Y,"16th century, Paper, English, England, Financial records, Accounts",,miscmsslarge_box_2_f1
9943509863503681,Misc Mss (Large) Box 2 Folder 10,"Miscellaneous manuscripts (Large), 1538.",N,"16th century, Hungarian, Hungary",,miscmsslarge_box_2_f10
9943688193503681,Misc Mss (Large) Box 2 Folder 12,"Miscellaneous manuscripts (Large), 1399.",N,"14th century, Document, Legal, French, France",,miscmsslarge_box_2_f12
9944247133503681,Misc Mss (Large) Box 2 Folder 13,"Miscellaneous manuscripts (Large), 1581.",N,"16th century, German, Germany, Seals",,miscmsslarge_box_2_f13
9944793953503681,Misc Mss (Large) Box 2 Folder 16,"Miscellaneous manuscripts (Large), 1487.",,"15th century, Italian, Italy, Legal",,miscmsslarge_box_2_f16
9944234483503681,Misc Mss (Large) Box 2 Folder 18,"Miscellaneous manuscripts (Large), 1490.",N,"15th century, Italian, Italy, Financial records, Accounts",,miscmsslarge_box_2_f18
9943686263503681,Misc Mss (Large) Box 2 Folder 22,"Miscellaneous manuscripts (Large), 1534, 1540.",N,"16th century, Legal, Italy, Italian",,miscmsslarge_box_2_f22
9958508283503681,Misc Mss (Large) Box 2 Folder 25,"Manuscript leaf from a prose version of the Tristan legend, circa 1300.",Y,"14th century, Fragment, Illumination, Literature -- Prose, Document, French, France, Damage",,miscmsslarge_box_2_f25
9943688183503681,Misc Mss (Large) Box 2 Folder 3,"Miscellaneous manuscripts (Large), 1478.",N,"15th century, Document, Legal, Italy, Italian",,miscmsslarge_box_2_f3
9915804013503681,Misc Mss (Large) Box 2 Folder 4,"Miscellaneous manuscripts (Large), 1377.",N,"14th century, Christian, Italy, Legal, Italian",,miscmsslarge_box_2_f4
9977135329103681,Misc Mss (Large) Box 3 Folder 8 Box 3 Folder 8,"Dieudonné Cabanier homage, 1324.",,"14th century, Legal, French, France, Document",,miscmsslarge_box_3_f8_box_3_folder_8
9936076133503681,Misc Mss Box Zero Folder 1,"Account of payments, 1490.",N,"15th century, France, French, Accounts, Financial records",,miscmssbox_zero_f1
9936422483503681,Misc Mss Box Zero Folder 13,"Legal document, [15--].",N,"16th century, France, French, Legal",,miscmssbox_zero_f13
9943042393503681,Misc Mss Box Zero Folder 17,"Manresa legal documents, 1320-1321.",Y,"14th century, Fragment, Legal, Document, Spain, Spanish",,miscmssbox_zero_f17
9944234953503681,Misc Mss Box Zero Folder 22,"Note on land transaction, 1500s?.",N,"16th century, Italian, Italy, Financial records, Accounts",,miscmssbox_zero_f22
9944941213503681,Misc Mss Box Zero Folder 25,"Tax table, 1500s.",,"16th century, Italian, Italy, Financial records",,miscmssbox_zero_f25
9944956123503681,Misc Mss Box Zero Folder 27,"Marriage document, 1531.",,"16th century, Italian, Italy, Legal",,miscmssbox_zero_f27
9957835763503681,Misc Mss Box Zero Folder 29,"Miscellaneous manuscripts, after 1597.",N,"16th century 17th century, Italy, Italian, Astrology",,miscmssbox_zero_f29
9977135329003681,Misc Mss (Large) Box 3 Folder 9 Box 3 Folder 9,"Francis I brevet, 1524.",,"16th century, French, France, Document",,miscmsslarge_box_3_f9_box_3_folder_9
9945938093503681,Misc Mss Box 14 Folder 22,"Miscellaneous manuscripts, 1400s.",,"15th century, Science -- Medicine",,miscmssbox_14_f22
9950188923503681,"MS 56, Codex 001.1","Processo contra Goncalo Perez Ferro, natural de la Villa de Villaflor en el arcobispado de Braga en Portogal, vezino de Mexico [manuscript].",Y,"16th century, Legal, Document, Paper, Mexico, Spanish, Christian",,ms_56_codex_0011
9924864263503681,Ms. Codex 100,[Statuta] [manuscript].,,"16th century, Italian, Italy, Paper, Legal",,mscodex100
9915804443503681,Ms. Codex 101,"Constitutiones nonnullae mag[nifi]cae communitatis Parmae [manuscript] / ex suis exemplaribus summo cum labore a me Baldo Puello Archiviii praefecto excerptae et breviter quoad fieri potuit, in hanc formam redactae.",N,"16th century, Italy, Italian, Charter",,mscodex101
9938436693503681,Oversize Ms. Codex 1019,[Explanatio librorum physicorum] [manuscript].,Y,"Lecture notes, 16th century, Paper, Italy, Italian, Commentary, Science",,oversize_mscodex1019
9915804433503681,Oversize Ms. Codex 102,[Account book and record of transactions] [manuscript].,Y,"15th century, Italian, Italy, Accounts, Paper, Financial records",,oversize_mscodex102
9938453363503681,Oversize Ms. Codex 1020,Lectiones ex[i]mi philosophi Marciantonii Genuae sup[er] libros physicorum Aristotelis [manuscript].,Y,"16th century, Paper, Italy, Italian, Commentary, Science",,oversize_mscodex1020
9915804453503681,Ms. Codex 103,Libellus super electionibus faciendis et earum processibus ordinandis [manuscript].,N,"14th century, 15th century, Christian, France, Legal, French",,mscodex103
9915804463503681,Ms. Codex 104,Le constitutione delle Suore della penitentia de Santo Domenico del Terzo Ordine del Monasterio di Santo Vincentio di Firenze vocato Annalena [manuscript].,N,"15th century, Christian, Italy, Charter, History, Italian",,mscodex104
9939592023503681,Ms. Codex 1042,[Bellum Catilinae ; Bellum Jugurthinum] [manuscript].,Y,"15th century, Biography, History, Paper, Catalan, Spain",,mscodex1042
9939913323503681,Oversize Ms. Codex 1047,[Liber tastharium domini Batide Rolandi et Polafoli] [manuscript].,Y,"15th century, France, French, Financial records, Paper, Accounts",,oversize_mscodex1047
9939998743503681,Oversize Ms. Codex 1048,Comptes Adrien de le Borve [manuscript] : comme receveur de Vianne et de Mourbeque pour ung an finissant a la Saint Remy l'an [1485].,Y,"15th century, Financial records, Accounts, Paper, France, French, Flanders",,oversize_mscodex1048
9915804473503681,Ms. Codex 105,[Privilegia et libertates] [manuscript].,N,"15th century, Christian, Germany, Legal, German",,mscodex105
9940242833503681,Ms. Codex 1052,Bible. O.T. Hebrew. [Hebrew Bible] [manuscript].,Y,"15th century, Commentary, Bible, Biblical, Jewish, Italy, Gloss",,mscodex1052
9940245653503681,Ms. Codex 1053,Bible. Latin. Vulgate. [Biblia sacra] [manuscript].,Y,"13th century, Bible, Biblical, Illumination, England, Christian",,mscodex1053
9940764883503681,Ms. Codex 1056,[Book of hours [manuscript] : use of Rouen].,Y,"15th century, Book of Hours, Devotion, Astronomy, Illumination, France, Christian, French",,mscodex1056
9940876113503681,Ms. Codex 1057,[Ferial psalter] [manuscript].,N,"14th century, Psalter, Devotion, Astronomy, Italy, Bible, Biblical, Christian, Italian",,mscodex1057
9940948533503681,Ms. Codex 1058,[Glossed psalter] [manuscript].,Y,"12th century, Psalter, Bible, Biblical, France, French, Gloss, Annotated, Commentary, History",,mscodex1058
9941481103503681,Oversize Ms. Codex 1059,[Decretales Gregorii IX] [manuscript]. Decretales Gregorii IX,Y,"13th century, Commentary, Gloss, Annotated, France, French, Christian, Legal",,oversize_mscodex1059
9915804483503681,Ms. Codex 106,P[rocessus?] honorabilis procuratoris fiscalis heretice et apostatice pravitatis Archiepiscopatus civitatis Ceserauguste contra Johannem de Gurrea Pelliparinum habitatorem ville Exee militum super causa fidei [manuscript].,Y,"15th century, Legal, Document, Spanish, Christian, Spain, Paper",,mscodex106
9941333013503681,Ms. Codex 1060,[Gradual and lectionary] [manuscript].,N,"15th century, Gospel Lectionary, Germany, Devotion, Astronomy, Song book, Christian, German, Gradual, Musical notation",,mscodex1060
9941479363503681,Ms. Codex 1061,[Epithoma : seu flores in collationes patrum Joh[anni] Cassiani] [manuscript].,N,"15th century, German, Germany, History, Paper",,mscodex1061
9941542793503681,Ms. Codex 1063,[Book of hours [manuscript] : use of Sarum].,Y,"15th century, Christian, England, English, Book of Hours, Devotion, Astronomy, Illumination",,mscodex1063
9941704573503681,Ms. Codex 1065,Bible. Latin. Vulgate. [Bible] [manuscript].,Y,"13th century, Annotated, Bible, Biblical, English, England, Christian, Illumination",,mscodex1065
9942174443503681,Oversize Ms. Codex 1068,Joannis Passeratii Coniecturarum et opinionum liber [manuscript].,Y,"16th century, Commentary, Illustration, Literature -- Poetry, Paper, France, French",,oversize_mscodex1068
9915804493503681,Ms. Codex 107,[Cartulary] [manuscript].,N,"13th century, Document, Christian, Spain, Spanish",,mscodex107
9942186163503681,Ms. Codex 1070,Genelogies of the Erles of Lecestre and Chester [manuscript].,Y,"16th century, English, England, Illumination, History, Paper, Genealogy",,mscodex1070
9942208683503681,Oversize Ms. Codex 1071,The names and armes of all the nobilitie who were in England at the tyme of K[ing] W[illia]m the Conqueror [manuscript].,N,"16th century, English, England, History, Heraldry, Paper",,oversize_mscodex1071
9942270683503681,Ms. Codex 1073,Illumineirr buch künstlich alle Farben zu machen und bereidenn allen Briefmalern sampt andern solcher ku[n]ste[n] liebhabern nutzlich unnd gutt zu wissen [manuscript] : und wirt getteillt in seiben [sic] bücher.,N,"16th century, German, Treatise, Illumination, Paper, Luxembourg",,mscodex1073
9942287243503681,Ms. Codex 1076,[Prolegomena in Aristotelem] [manuscript].,Y,"16th century, Paper, Diagrams, Astronomy, Logic, Commentary, Italy, Italian",,mscodex1076
9942294163503681,Ms. Codex 1077,[Alexander] ...[etc.] [manuscript].,Y,"15th century, Paper, German, Germany, Chronicle, History",,mscodex1077
9942303363503681,Oversize Ms. Codex 1078,Informacio recepta super conversione sarracenorum ad fidem catholicam [manuscript] : de mandato R[everen]di domini Joannis de Churruca inquisitoris in civitate et diocese Valentii et magnifici Andree de Palacio assessoris dicti sancti officii impresencia et asistencia R[everen]di d[omi]ni Martini Sanchiz in sacra theologia magistri Marchi Joannis de bas utriusque juris doctoris consiliarii regie audiencie pretacte.,N,"16th century, Spain, Spanish, Paper, Christian, Legal",,oversize_mscodex1078
9942307023503681,Oversize Ms. Codex 1079,[Von den Tugenden] ... [etc.] [manuscript].,N,"15th century, German, Germany, Paper, Christian, Theology",,oversize_mscodex1079
9915804503503681,Oversize Ms. Codex 108,Splendor solis oder Sonnen Glantz [manuscript].,Y,"16th century, German, Germany, Treatise, Alchemy",,oversize_mscodex108
9942308593503681,Ms. Codex 1080,[Theological miscellany] [manuscript].,N,"15th century, Germany, Paper, Christian, Annotated, Legal, German",,mscodex1080
9942310653503681,Oversize Ms. Codex 1081,De consolatione philosophiae [manuscript]. De consolatione philosophiae,N,"15th century, Annotated, Theology, Philosophy, Paper, Spain, Spanish",,oversize_mscodex1081
9942317593503681,Oversize Ms. Codex 1082,Pasquillus in aulicos [manuscript].,N,"16th century, German, Germany, Paper, Christian, Literature -- Poetry, History",,oversize_mscodex1082
9942328003503681,Oversize Ms. Codex 1083,XVI libri reductorii moralis in quo moralizantur omnes figure biblie et cetera : [manuscript]. Reductorium morale,Y,"15th century, Paper, Commentary, Annotated, Theology, Christian, France, French",,oversize_mscodex1083
9942332213503681,Oversize Ms. Codex 1084,Moralia sunt figuris utriusque testamenti ... [etc.] [manuscript].,Y,"15th century, German, Germany, Theology, Bible, Biblical, Paper",,oversize_mscodex1084
9942333173503681,Oversize Ms. Codex 1085,"Der Bischoff zue Cöllen, den Maleuolis vnd bellenden Hundtenn herwieder.... [etc.] [manuscript].",N,"16th century, Paper, German, Germany, Literature -- Poetry, Christian, History",,oversize_mscodex1085
9942333813503681,Oversize Ms. Codex 1086,"Einn schönn neu Liedt vonn dem abgefallnenn unnd ubell erweldenn Bischoff von Collnn, im Thonn wie mann denn armenn Judas singt. [manuscript].",N,"16th century, Paper, German, Germany, Literature -- Poetry, Christian, History",,oversize_mscodex1086
9942343163503681,Oversize Ms. Codex 1087,"[Rule, statutes, and customs of the Teutonic Order] [manuscript].",N,"15th century, Paper, German, Germany, History, Charter, Legal",,oversize_mscodex1087
9942365803503681,Oversize Ms. Codex 1088,Apparatus d[omi]ni Bernardi Raymundi in sexto libro decretalium [manuscript].,Y,"14th century, France, French, Christian, Annotated, Legal, Science -- Medicine, Commentary",,oversize_mscodex1088
9942373893503681,Ms. Codex 1089,[Financial records] [manuscript].,Y,"16th century, German, Germany, Accounts, Paper, Financial records",,mscodex1089
9915804513503681,Oversize Ms. Codex 109,Feuer Buech [manuscript].,N,"16th century, Germany, German, Drawing, Science, Paper, History",,oversize_mscodex109
9942376863503681,Ms. Codex 1090,"Apologia cuiusdam regiae famae studiosi [manuscript] : qua caesariani regem christianissimum, arma, et auxilia turcica evocasse vociferantes, impuri mendacii et flagitiosae calumniae manifeste arguuntur. Apologia cuiusdam regiae famae studiosi",N,"16th century, France, French, Document, Paper",,mscodex1090
9942376993503681,Ms. Codex 1091,"Altera apologia pro rege christianissimo contra caesarianos, in qua de causis belli inter regem et caesarem recens orti brevissime et verissime agitur [manuscript].",N,"16th century, France, French, Document, Paper",,mscodex1091
9942385853503681,Ms. Codex 1093,"Juramentbuech, darinnen aller Beambten alsz Burgermaister, Ratsherinn, Stattschreiber, neuen Burger und anderer Aide, den sie in Antrettung ihrer Dienst und Pflichten publice laysten müssen, zu finden [manuscript] : es begreufft auch der Officirer als Statt-Cammerer, Baumaister, Brodtschauer Verrichtung. Gebessert und verneuert Anno Christi 1597 denn 11 Avrilis.",N,"17th century, German, Germany, Paper, Legal",,mscodex1093
9942480653503681,Ms. Codex 1095,In universam Aristotelis physicam [manuscript].,Y,"16th century, France, French, Annotated, Commentary, Astronomy, Science, Paper",,mscodex1095
9942483913503681,Ms. Codex 1096,[Wedding regulations] [manuscript].,N,"16th century, German, Germany, Document, Legal",,mscodex1096
9942495453503681,Oversize Ms. Codex 1098,[Documents of the town of Châtenois] [manuscript].,N,"15th century 16th century 17th century 18th century, France, German, Legal, Paper, Financial records, Government records, Wine and winemaking",,oversize_mscodex1098
9942497173503681,Ms. Codex 1099,[Edict against reforming tendencies] [manuscript].,Y,"16th century, Paper, Document, Legal, German, Czech Republic",,mscodex1099
9942510503503681,Ms. Codex 1101,Welscher Krieg etwas zamengeclaupter Neuzeytt ... [etc.] [manuscript].,N,"16th century, German, Austria, Fortune-telling",,mscodex1101
9942522683503681,Oversize Ms. Codex 1104,Reconoychenssas de Salelas e de Lemosis [manuscript].,N,"14th century, French, France, Document, Legal",,oversize_mscodex1104
9942527663503681,Oversize Ms. Codex 1106,[History of the Reformation in Switzerland from mid-1529 through 1532] ... [etc.] [manuscript].,N,"16th century, History, Swiss, Paper, Switzerland",,oversize_mscodex1106
9942530643503681,Oversize Ms. Codex 1107,[Inventory of the possessions of Abbot Balthasar Dason] [manuscript].,N,"16th century, German, Germany, Paper, Inventory",,oversize_mscodex1107
9942531953503681,Oversize Ms. Codex 1109,[Guild regulations] [manuscript].,N,"16th century, German, Germany, Paper",,oversize_mscodex1109
9915804573503681,Oversize Ms. Codex 111,[Alchemical miscellany] [manuscript].,N,"16th century, 17th century, English, England, Alchemy, Science, Paper, History",,oversize_mscodex111
9942534003503681,Oversize Ms. Codex 1110,[Guild regulations] [manuscript].,N,"16th century, German, Germany, Paper, Charter",,oversize_mscodex1110
9942554483503681,Ms. Codex 1112,[Guild records] [manuscript].,N,"16th century 17th century 18th century, German, Germany, Accounts",,mscodex1112
9942570473503681,Oversize Ms. Codex 1116,Instrumenta della condizione dei beni di S[anta] Crestina a livello perpetuo fatte l'anno 1490 da Antonio di Dominice di Ciacco Ciacchi e si paga lire sette servono per fare celebrare lo messe... [manuscript].,N,"15th century, Christian, Italian, Genealogy, Italy, Legal",,oversize_mscodex1116
9942581283503681,Ms. Codex 1117,Lanndtafel dess Fürstenthümbs Obern und Nidern Bairn [manuscript].,N,"16th century, German, Germany, Paper, Accounts, Government records",,mscodex1117
9942584943503681,Oversize Ms. Codex 1118,Beschreibung dess Lanndtags der auff Absterben weillendt des durchleuchtigen hochgebornnen Fürstenn und Herrn Herzog Albrechts in Bayrn hochloblicher Gedechtnus von seiner f.g. Son dem auch durchleuchtigen hochgebornnen Fürsten und Herrn Hertzog Wilhelmen alss angehendem ainigem regierenden Lanndsfürsten auf den dritten Tag Decembris geen Minchen ausgeschriben [manuscript] was auch daselbs der Erbhuldigung und ander Sachen halben von Tag zu Tag gehandlet und beschlossen worden ist.,N,"16th century, German, Germany, Paper, Accounts, Government records",,oversize_mscodex1118
9942693803503681,Oversize Ms. Codex 1119,"Beschreibung des Lanndtags welcher von dem durchleuchtigen hochgebornnen Fürsten und Herrn, Herrn Wilhelmen Pfaltzgrauen bei Rhein, Herzogen in Obern unnd Nidern Bairn auf den 27 Tag Novembers geen Münnchen aufgeschriben, auch daselbs gehallten unnd was damals auf irer f. ge. Proposition durch gemijne Stennd dazemal versambleter Lanndschafft von Tag zu Tag gehanndlet unnd enntlich beschlossen worden ist, anno 1583, volgt hochermellts unnsers ge. f. unnd Herrns genedig Erforderung an alle Lanndsessen auffganngen ... [etc.] [manuscript].",N,"16th century, German, Germany, Paper, Government records",,oversize_mscodex1119
9942610053503681,Oversize Ms. Codex 1122,Topica ... [etc.] [manuscript].,Y,"15th century, Annotated, Treatise, Paper, Italian, Italy, Philosophy",,oversize_mscodex1122
9942616563503681,Ms. Codex 1124,Ein Gedicht darinn angezaigt wirt wie frum Herzog Heinrich zu Braunschweig unnd wie böss die Luterischen sein [manuscript].,N,"16th century, German, Germany, Paper, Literature -- Poetry",,mscodex1124
9942618873503681,Oversize Ms. Codex 1125,"Kurtze Verzeichnus was auf den drittenn Tag Heuwmonats A[nn]o [15]82 zwijschen Herrenn Jacob Christoffel Blaarer Bischoff zu Brundruth [und den?] Unnderthonen der Herrschaft zu Pfeffingen, durch die Gesandten der siben catholischen Orthen der Eijdtgnossschaft, als Lutzern, Urij, Schwijtz, Underwalden, Zug, Frijburg und Solothurn, von wegen Religions sachen fürgenom[m]en uund verhandlet worden, wie volgt [manuscript].",N,"16th century, Swiss, Paper, Switzerland, Government records",,oversize_mscodex1125
9942632053503681,Ms. Codex 1126,Copia schedula [manuscript].,N,"16th century, German, Germany, Paper, Literature -- Poetry",,mscodex1126
9942636113503681,Ms. Codex 1128,[Mystical miscellany] [manuscript].,N,"15th century, German, Germany, Paper, Devotion, Literature -- Prose, Christian",,mscodex1128
9915805113503681,Ms. Codex 113,"[La chimie, couleurs, parfumerie] [manuscript].",Y,"16th century, French, France, Drawing, Recipe book, Alchemy, Paper, History",,mscodex113
9942661693503681,Ms. Codex 1130,In Aristotelis libros de generatione et corruptione . . . [etc.] [manuscript].,Y,"16th century 17th century, Commentary, Theology, Paper, Metaphysics",,mscodex1130
9942656973503681,Oversize Ms. Codex 1131,[Theological miscellany] [manuscript].,Y,"15th century, Annotated, German, Germany, Paper, Bible, Biblical, Commentary, Christian",,oversize_mscodex1131
9942678433503681,Ms. Codex 1133,Ludovici Heliani Vercellensis Christianissimi Francorum regis senatoris ac oratioris de bello suscipiendo adversus Venetianos et Turcas gratio Maximiliano Augusto in conventu presulum electorum et civitatum Romani Imperii dicta in Augusta Vindelica quarta Idus Aprilis anno a partu virginis millesimoquingentesimodecimo [manuscript].,N,"16th century, Paper, Annotated, Germany, Literature -- Poetry",,mscodex1133
9942585743503681,Ms. Codex 1134,[Instructions to Nicolaus Theupulo] [manuscript].,Y,"16th century, Italian, Italy, Illumination, Legal, Accounts",,mscodex1134
9942714013503681,Oversize Ms. Codex 1135,[Documents concerning the governance of Passau] [manuscript].,Y,"16th century, German, Germany, Paper, Legal, Accounts, Government records",,oversize_mscodex1135
9942706493503681,Ms. Codex 1136,De secretis mulierum. De secretis mulierum [manuscript].,N,"15th century, German, Germany, Paper, Magic, Science -- Medicine, Miscellany",,mscodex1136
9942717723503681,Oversize Ms. Codex 1137,Malefitzsachen veindlicher Bekhanntnusser ingefangen den 30 Maii anno 1572 ... [etc.] [manuscript].,N,"16th century, Austria, Austrian, History, Paper, Legal",,oversize_mscodex1137
9942829433503681,Oversize Ms. Codex 1140,[Notes on Aristotle's Ethics and Metaphysics] [manuscript].,Y,"16th century, Commentary, Paper, Italian, Italy, Philosophy, ",,oversize_mscodex1140
9942829473503681,Ms. Codex 1141,Omnes ad praeda venient [manuscript].,N,"16th century, Italian, Italy, Annotated, Fortune-telling, Paper, Christian, Drawing",,mscodex1141
9942841823503681,Ms. Codex 1142,[Miscellany] [manuscript].,Y,"16th century, German, Germany, Paper, Literature -- Poetry, Chronicle, Science -- Medicine, Science",,mscodex1142
9942859863503681,Oversize Ms. Codex 1146,Libri animalium notata supra librum animalium Aristotelis [manuscript].,N,"14th century, French, France, Commentary, Science, Philosophy",,oversize_mscodex1146
9942864553503681,Oversize Ms. Codex 1147,Textus tertius libri sententiarum [manuscript]. Libri quattuor sententiarum,N,"15th century, German, Germany, Paper, Theology",,oversize_mscodex1147
9942864683503681,Ms. Codex 1149,Liber Rabani Anglici Horroscopo intitulatus translatus de Hebraico in Latinum a Dandalo Ylardensi ad instantiam abbatis P. de Visula [... etc.] [manuscript].,Y,"16th century 17th century, Paper, Italian, Italy, Commentary, Astrology, Fortune-telling",,mscodex1149
9915805133503681,Ms. Codex 115,[Ricettario] [manuscript].,Y,"16th century, Italian, Italy, Science -- Medicine, Paper, Recipe book, History",,mscodex115
9942930383503681,Ms. Codex 1152,Ex quo vocabularii autentici varii [manuscript].,Y,"15th century, German, Germany, Paper, Dictionary, Grammar",,mscodex1152
9942943453503681,Ms. Codex 1154,[Benedictiones episcopales] ... [etc.] [manuscript].,N,"15th century 16th century, Pontifical, Liturgy, France, French, Christian",,mscodex1154
9942949383503681,Ms. Codex 1156,Epithome artis epistolaris ... [etc.] [manuscript].,N,"16th century, German, Germany, Paper, Annotated, Literature -- Poetry",,mscodex1156
9942972083503681,Ms. Codex 1158,Scholia ex Georgicorum P. Vergilii carminibus undique excerpta [manuscript].,Y,"16th century, German, Germany, Paper, Commentary, Literature -- Prose",,mscodex1158
9943005493503681,Ms. Codex 1162,Annotata in libellos Aristotelis Parva naturalia appellatos [manuscript].,N,"Lecture notes, 16th century, German, Germany, Science, Philosophy, Commentary",,mscodex1162
9943009823503681,Ms. Codex 1164,[Proprium de tempore] ... [etc.] [manuscript].,Y,"15th century, German, Germany, Paper, Collection of Sermons, Liturgy, Christian",,mscodex1164
9943067353503681,Ms. Codex 1170,Sermones de tribus partibus penitencie ... [etc.] [manuscript].,N,"15th century, German, Germany, Christian, Paper, Devotion, Instructional materials",,mscodex1170
9943067333503681,Oversize Ms. Codex 1172,Vita S[anctae] Katharinae de Alexandria [manuscript].,N,"15th century, German, Germany, Christian, Saint's Life, Biography",,oversize_mscodex1172
9943084473503681,Ms. Codex 1177,[Rule of the Heilig-Geist-Spital in Eichstätt] [manuscript].,N,"13th century, German, Germany, Christian",,mscodex1177
9943110923503681,Oversize Ms. Codex 1179,[Document concerning property rights dispute] [manuscript].,Y,"15th century, Italy, Italian, Legal, Devotion, Paper, Document",,oversize_mscodex1179
9943157493503681,Oversize Ms. Codex 1190,"Societas Sanct[a]e Ann[a]e per Poloniam, Lithuaniam, Russiam, et alias s[ancti?] regis Poloniae ditiones instituta [manuscript].",N,"Hybrid book, 16th century, Charter, Christian, Paper, Poland, Polish",,oversize_mscodex1190
9943207753503681,Oversize Ms. Codex 1195,Procès criminel contre Girard Didelot blasphémateur (1569) (Dossier original) [manuscript].,N,"Court records, 16th century, French, France, Paper",,oversize_mscodex1195
9943226253503681,Oversize Ms. Codex 1202,Pawilhar [manuscript].,N,"16th century, Legal, Belgium, French, Paper, Charter",,oversize_mscodex1202
9943226263503681,Oversize Ms. Codex 1203,[Sermones a cena Domini usque ad vigiliam Paschae] [manuscript].,Y,"15th century, Collection of Sermons, Christian, Paper, German, Germany, Science -- Medicine",,oversize_mscodex1203
9943226363503681,Oversize Ms. Codex 1209,[Account book] [manuscript].,Y,"15th century, French, France, Paper, Accounts, Financial records",,oversize_mscodex1209
